"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption Comb (L/100 km)","CO2 Emissions(g/km)"
"VOLKSWAGEN","TIGUAN","SUV - SMALL",2,4,"M6","Z",11.2,258
"VOLKSWAGEN","TIGUAN 4MOTION","SUV - SMALL",2,4,"AS6","Z",10.7,246
"VOLKSWAGEN","TOUAREG","SUV - STANDARD",3.6,6,"AS8","Z",12.4,292
"VOLKSWAGEN","TOUAREG TDI (modified)","SUV - STANDARD",3,6,"AS8","D",10.2,277
"VOLVO","S60 POLESTAR AWD","COMPACT",3,6,"AS6","X",11,253
"VOLVO","S60 T5 ","COMPACT",2,4,"AS8","X",8.4,193
"VOLVO","S60 T5 AWD","COMPACT",2.5,5,"AS6","X",10.1,232
"VOLVO","S60 T6   ","COMPACT",2,4,"AS8","Z",8.9,205
"VOLVO","S60 T6 AWD","COMPACT",3,6,"AS6","X",11.2,258
"VOLVO","S80 T5","MID-SIZE",2,4,"AS8","X",8.4,193
"VOLVO","S80 T6 AWD","MID-SIZE",3,6,"AS6","X",11.2,258
"VOLVO","V60 CC","SUV - SMALL",2,4,"AS8","X",8.8,202
"VOLVO","V60 CC AWD","SUV - SMALL",2.5,5,"AS6","X",10.3,237
"VOLVO","V60 POLESTAR AWD","STATION WAGON - SMALL",3,6,"AS6","X",11,253
"VOLVO","V60 T5","STATION WAGON - SMALL",2,4,"AS8","X",8.4,193
"VOLVO","V60 T5 AWD","STATION WAGON - SMALL",2.5,5,"AS6","X",10.1,232
"VOLVO","V60 T6 AWD","STATION WAGON - SMALL",3,6,"AS6","X",11.2,258
"VOLVO","XC60 3.2 AWD","SUV - SMALL",3.2,6,"AS6","X",11.5,264
"VOLVO","XC60 T5","SUV - SMALL",2,4,"AS8","X",8.8,202
"VOLVO","XC60 T5 AWD","SUV - SMALL",2.5,5,"AS6","X",11.4,262
"VOLVO","XC60 T6  ","SUV - SMALL",2,4,"AS8","Z",9.4,216
"VOLVO","XC60 T6 AWD","SUV - SMALL",3,6,"AS6","X",11.9,274
"VOLVO","XC70 3.2 AWD","SUV - SMALL",3.2,6,"AS6","X",11.3,260
"VOLVO","XC70 T5","SUV - SMALL",2,4,"AS8","X",8.8,202
"VOLVO","XC70 T6 AWD","SUV - SMALL",3,6,"AS6","X",11.9,274
"ACURA","ILX","COMPACT",2.4,4,"AM8","Z",8.1,189
"ACURA","MDX SH-AWD","SUV - SMALL",3.5,6,"AS9","Z",11.1,254
"ACURA","MDX SH-AWD ELITE","SUV - SMALL",3.5,6,"AS9","Z",10.7,251
"ACURA","RDX AWD","SUV - SMALL",3.5,6,"AS6","Z",10.7,249
"ACURA","RLX","MID-SIZE",3.5,6,"AS6","Z",10,235
"ACURA","RLX HYBRID","MID-SIZE",3.5,6,"AM7","Z",7.7,180
"ACURA","TLX","COMPACT",2.4,4,"AM8","Z",8.3,196
"ACURA","TLX SH-AWD","COMPACT",3.5,6,"AS9","Z",9.6,226
"ALFA ROMEO","4C","TWO-SEATER",1.8,4,"AM6","Z",8.4,197
"ASTON MARTIN","DB9 GT","MINICOMPACT",5.9,12,"A6","Z",15.6,365
"ASTON MARTIN","RAPIDE S","SUBCOMPACT",6,12,"A8","Z",14.2,332
"ASTON MARTIN","VANQUISH","MINICOMPACT",6,12,"A8","Z",14.8,346
"ASTON MARTIN","V8 VANTAGE","TWO-SEATER",4.7,8,"AM7","Z",14.7,343
"ASTON MARTIN","V8 VANTAGE","TWO-SEATER",4.7,8,"M6","Z",15.5,362
"ASTON MARTIN","VANTAGE GT","TWO-SEATER",4.7,8,"AM7","Z",14.7,343
"ASTON MARTIN","VANTAGE GT","TWO-SEATER",4.7,8,"M6","Z",15.5,362
"ASTON MARTIN","V8 VANTAGE S","TWO-SEATER",4.7,8,"AM7","Z",14.7,343
"ASTON MARTIN","V8 VANTAGE S","TWO-SEATER",4.7,8,"M6","Z",15.5,362
"ASTON MARTIN","V12 VANTAGE S","TWO-SEATER",6,12,"AM7","Z",16.5,390
